22,16053139,1,0,0,0,false
22,16053140,1,1,0,0,false
22,16053141,1,1,1,0,false
22,16053142,1,1,1,0,false
22,16053143,1,1,1,0,false
22,16053144,1,1,1,0,false
22,16053145,1,1,1,0,false
22,16053146,1,1,1,0,false
22,16053147,1,1,1,0,false
22,16053148,1,1,1,0,false
22,16053149,1,1,1,0,false
22,16053150,1,1,1,0,false
22,16053151,1,1,1,0,false
22,16053152,1,1,1,0,false
22,16053153,1,1,1,0,false
22,16053154,1,1,1,0,false
22,16053155,1,1,1,0,false
22,16053156,1,1,1,0,false
22,16053157,1,1,1,0,false
22,16053158,1,1,1,0,false
22,16053159,1,1,1,0,false
22,16053160,1,1,1,0,false
22,16053161,1,1,1,0,false
22,16053162,1,1,1,0,false
22,16053163,1,1,1,0,false
22,16053164,1,1,1,0,false
22,16053165,1,1,1,0,false
22,16053166,1,1,1,0,false
22,16053167,1,1,1,0,false
22,16053168,1,1,1,0,false
22,16053169,1,1,1,0,false
22,16053170,1,1,1,0,false
22,16053171,1,1,1,1,false
22,16053172,1,1,1,0,false
22,16053173,1,1,1,1,false
22,16053174,1,1,1,0,false
22,16053175,1,1,1,0,false
22,16053176,1,1,1,0,false
22,16053177,1,1,1,0,false
22,16053178,1,1,1,0,false
22,16053179,1,1,1,0,false
22,16053180,1,1,1,0,false
22,16053181,1,1,1,0,false
22,16053182,1,1,1,0,false
22,16053183,1,1,1,1,false
22,16053184,1,1,1,0,false
22,16053185,1,1,1,1,false
22,16053186,1,1,1,0,false
22,16053187,1,1,1,0,false
22,16053188,1,1,1,0,false
22,16053189,1,1,1,1,false
22,16053190,1,1,1,0,false
22,16053191,1,1,1,0,false
22,16053192,1,1,1,0,false
22,16053193,1,1,1,0,false
22,16053194,1,1,1,1,false
22,16053195,1,1,1,0,false
22,16053196,1,1,1,1,false
22,16053197,1,1,1,0,false
22,16053198,1,1,1,0,false
22,16053199,1,1,1,0,false
22,16053200,1,1,1,1,false
22,16053201,1,1,1,0,false
22,16053202,1,1,1,0,false
22,16053203,1,1,1,0,false
22,16053204,1,1,1,0,false
22,16053205,1,1,1,0,false
22,16053206,1,1,1,0,false
22,16053207,1,1,1,0,false
22,16053208,1,1,1,1,false
22,16053209,1,1,1,0,false
22,16053210,1,1,1,0,false
22,16053211,1,1,1,0,false
22,16053212,1,1,1,0,false
22,16053213,1,1,1,0,false
22,16053214,1,1,1,0,false
22,16053215,1,1,1,0,false
22,16053216,1,1,1,0,false
22,16053217,1,1,1,0,false
22,16053218,1,1,1,0,false
22,16053219,1,1,1,0,false
22,16053220,1,1,1,0,false
22,16053221,1,1,1,0,false
22,16053222,1,1,1,0,false
22,16053223,1,1,1,1,false
22,16053224,1,1,1,0,false
22,16053225,1,1,1,0,false
22,16053226,1,1,1,0,false
22,16053227,1,1,0,0,false
22,16053228,1,1,1,0,false
22,16053229,1,0,0,0,false
22,16053230,1,1,1,0,false
22,16053231,1,1,1,0,false
22,16053232,1,1,1,0,false
22,16053233,1,1,1,0,false
22,16053234,1,1,1,0,false
22,16053235,1,1,1,0,false
22,16053236,1,1,1,0,false
22,16053237,1,1,1,0,false
22,16053238,1,1,1,0,false
22,16053412,1,1,0,0,false
22,16053413,1,1,1,0,false
22,16053414,1,1,1,0,false
22,16053415,1,1,1,0,false
22,16053416,1,1,1,0,false
22,16053417,1,1,1,0,false
22,16053418,1,1,1,0,false
22,16053419,1,1,1,0,false
22,16053420,1,1,1,0,false
22,16053421,1,1,1,0,false
22,16053422,1,1,1,0,false
22,16053423,1,1,1,0,false
22,16053424,1,1,1,0,false
22,16053425,1,1,1,0,false
22,16053426,1,1,1,0,false
22,16053427,1,1,1,1,false
22,16053428,1,1,1,0,false
22,16053429,1,1,1,0,false
22,16053430,1,1,1,0,false
22,16053431,1,1,1,0,false
22,16053432,1,1,1,0,false
22,16053433,1,1,1,0,false
22,16053434,1,1,1,0,false
22,16053435,1,1,1,0,false
22,16053436,1,1,1,0,false
22,16053437,1,1,1,0,false
22,16053438,1,1,1,0,false
22,16053439,1,1,1,0,false
22,16053440,1,1,1,0,false
22,16053441,1,1,1,0,false
22,16053442,1,1,1,0,false
22,16053443,1,1,1,0,false
22,16053444,1,1,1,0,false
22,16053445,1,1,1,0,false
22,16053446,1,1,1,0,false
22,16053447,1,1,1,1,false
22,16053448,1,1,1,1,false
22,16053449,1,1,1,1,false
22,16053450,1,1,1,1,false
22,16053451,1,1,1,1,false
22,16053452,1,1,1,0,false
22,16053453,1,1,1,0,false
22,16053454,1,1,1,1,false
22,16053455,1,1,1,1,false
22,16053456,1,1,1,1,false
22,16053457,1,1,1,1,false
22,16053458,1,1,1,1,false
22,16053459,1,1,1,1,false
22,16053460,1,1,1,1,false
22,16053461,1,1,1,1,false
22,16053462,1,1,1,1,false
22,16053463,1,1,1,0,false
22,16053464,1,1,1,1,false
22,16053465,1,1,1,1,false
22,16053466,1,1,1,1,false
22,16053467,1,1,1,0,false
22,16053468,1,1,1,1,false
22,16053469,1,1,1,1,false
22,16053470,1,1,1,1,false
22,16053471,1,1,1,1,false
22,16053472,1,1,1,1,false
22,16053473,1,1,1,1,false
22,16053474,1,1,1,1,false
22,16053475,1,1,1,0,false
22,16053476,1,1,1,0,false
22,16053477,1,1,1,1,false
22,16053478,1,1,1,0,false
22,16053479,1,1,1,0,false
22,16053480,1,1,1,1,false
22,16053481,1,1,1,1,false
22,16053482,1,1,1,1,false
22,16053483,1,1,1,0,false
22,16053484,1,1,1,0,false
22,16053485,1,1,1,1,false
22,16053486,1,1,1,0,false
22,16053487,1,1,1,1,false
22,16053488,1,1,1,1,false
22,16053489,1,1,1,0,false
22,16053490,1,1,1,0,false
22,16053491,1,1,1,0,false
22,16053492,1,1,1,0,false
22,16053493,1,1,1,0,false
22,16053494,1,1,1,0,false
22,16053495,1,1,1,0,false
22,16053496,1,1,1,0,false
22,16053497,1,1,1,0,false
22,16053498,1,1,1,0,false
22,16053499,1,1,1,0,false
22,16053500,1,1,1,0,false
22,16053501,1,1,1,1,false
22,16053502,1,1,1,0,false
22,16053503,1,1,1,0,false
22,16053504,1,1,1,0,false
22,16053505,1,1,1,0,false
22,16053506,1,1,1,0,false
22,16053507,1,1,1,0,false
22,16053508,1,1,1,0,false
22,16053509,1,1,1,0,false
22,16053510,1,1,1,0,false
22,16053511,1,0,0,0,false
22,16055107,1,0,0,0,false
22,16055108,1,1,0,0,false
22,16055109,1,1,1,0,false
22,16055110,1,1,1,0,false
22,16055111,1,1,1,0,false
22,16055112,1,1,1,0,false
22,16055113,1,1,1,0,false
22,16055114,1,1,1,0,false
22,16055115,1,1,1,0,false
22,16055116,1,1,1,0,false
22,16055117,1,1,1,0,false
22,16055118,1,1,1,0,false
22,16055119,1,1,1,0,false
22,16055120,1,1,1,0,false
22,16055121,1,1,1,0,false
22,16055122,1,1,1,0,false
22,16055123,1,1,1,0,false
22,16055124,1,1,1,0,false
22,16055125,1,1,1,0,false
22,16055126,1,1,1,0,false
22,16055127,1,1,1,0,false
22,16055128,1,1,1,0,false
22,16055129,1,1,1,0,false
22,16055130,1,1,1,0,false
22,16055131,1,1,1,0,false
22,16055132,1,1,1,0,false
22,16055133,1,1,1,1,false
22,16055134,1,1,1,0,false
22,16055135,1,1,1,0,false
22,16055136,1,1,1,0,false
22,16055137,1,1,1,0,false
22,16055138,1,1,1,0,false
22,16055139,1,1,1,1,false
22,16055140,1,1,1,0,false
22,16055141,1,1,1,1,false
22,16055142,1,1,1,0,false
22,16055143,1,1,1,1,false
22,16055144,1,1,1,1,false
22,16055145,1,1,1,0,false
22,16055146,1,1,1,0,false
22,16055147,1,1,1,0,false
22,16055148,1,1,1,0,false
22,16055149,1,1,1,0,false
22,16055150,1,1,1,0,false
22,16055151,1,1,1,0,false
22,16055152,1,1,1,0,false
22,16055153,1,1,1,0,false
22,16055154,1,1,1,0,false
22,16055155,1,1,1,0,false
22,16055156,1,1,1,1,false
22,16055157,1,1,1,1,false
22,16055158,1,1,1,0,false
22,16055159,1,1,1,0,false
22,16055160,1,1,1,0,false
22,16055161,1,1,1,0,false
22,16055162,1,1,1,0,false
22,16055163,1,1,1,0,false
22,16055164,1,1,1,0,false
22,16055165,1,1,1,0,false
22,16055166,1,1,0,0,false
22,16055167,1,1,0,0,false
22,16055168,1,1,1,0,false
22,16055169,1,1,1,0,false
22,16055170,1,1,1,0,false
22,16055171,1,1,1,0,false
22,16055172,1,1,1,0,false
22,16055173,1,1,1,0,false
22,16055174,1,1,0,0,false
22,16055175,1,1,1,0,false
22,16055176,1,1,1,0,false
22,16055177,1,1,1,0,false
22,16055178,1,1,1,0,false
22,16055179,1,1,1,0,false
22,16055180,1,1,1,0,false
22,16055181,1,1,0,0,false
22,16055182,1,1,1,0,false
22,16055183,1,1,0,0,false
22,16055184,1,1,0,0,false
22,16055185,1,1,1,0,false
22,16055186,1,1,1,0,false
22,16055187,1,1,1,0,false
22,16055188,1,0,0,0,false
22,16055189,1,1,1,0,false
22,16055190,1,1,0,0,false
22,16055191,1,1,0,0,false
22,16055192,0,0,0,0,false
22,16055413,1,0,0,0,false
22,16055414,1,1,0,0,false
22,16055415,1,1,0,0,false
22,16055416,1,0,0,0,false
22,16055417,1,1,1,0,false
22,16055418,1,1,1,0,false
22,16055419,1,1,0,0,false
22,16055420,1,1,0,0,false
22,16055421,1,1,1,0,false
22,16055422,1,0,0,0,false
22,16055423,1,1,1,0,false
22,16055424,1,1,1,0,false
22,16055425,1,1,1,0,false
22,16055426,1,1,1,0,false
22,16055427,1,1,1,0,false
22,16055428,1,1,1,0,false
22,16055429,1,1,0,0,false
22,16055430,1,1,1,0,false
22,16055431,1,0,0,0,false
22,16055432,1,1,0,0,false
